pc_time,elapsed_s,stm32_tick_ms,status_sequence,status_sequence_gap,status_transport_delay_s,phase,direction_deg,target_speed_mps,target_vx_mps,target_vy_mps,stm32_cmd_speed_mps,stm32_cmd_speed_magnitude_mps,stm32_cmd_vx_mps,stm32_cmd_vy_mps,stm32_cmd_wz_radps,actual_speed_mps,actual_speed_magnitude_mps,actual_vx_mps,actual_vy_mps,actual_wz_radps,speed_error_mps,feedback_valid,status_frame_count,status_age_s,stm32_uart_rx_callback_count,stm32_v2_valid_count,stm32_rx_discarded_byte_count,status,odom_x_m,odom_y_m,odom_yaw_deg,lf_target_erpm,lf_feedback_erpm,rf_target_erpm,rf_feedback_erpm,lb_target_erpm,lb_feedback_erpm,rb_target_erpm,rb_feedback_erpm
2026-08-03T17:06:22.037,0.050000,1271902,25458,0,-0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.008750,0.008750,0.008750,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000814,0.060000,1,113,0.016000,1,1,0,1,0.000000,0.000000,0.227966,-1000.000,0.000,-1000.000,-0.000,1000.000,-0.000,1000.000,0.000
2026-08-03T17:06:22.085,0.100000,1271952,25459,0,-0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.026250,0.026250,0.026250,0.000000,0.000000,0.009462,0.010199,0.009462,-0.003806,0.020109,0.050538,1,114,0.063000,2,2,0,1,-0.000472,0.001183,0.242615,-1000.000,-702.000,-1000.000,-445.000,1000.000,329.000,1000.000,452.000
2026-08-03T17:06:22.137,0.150000,1272002,25460,0,0.007000,min_hold,0.000000,0.060000,0.060000,0.000000,0.043750,0.043750,0.043750,0.000000,0.000000,0.026419,0.026929,0.026419,-0.005220,0.030678,0.033581,1,115,0.000000,3,3,0,1,0.000178,0.002499,0.361481,-920.000,-706.000,-920.000,-445.000,920.000,533.000,920.000,601.000
2026-08-03T17:06:22.188,0.200000,1272052,25461,0,0.004000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.037976,0.038220,0.037976,-0.004319,-0.010663,0.022024,1,116,0.031000,4,4,0,1,-0.000665,0.005628,0.346985,-983.143,-878.000,-983.143,-896.000,983.143,789.000,983.143,684.000
2026-08-03T17:06:22.233,0.250000,1272102,25462,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.048796,0.048808,0.048796,0.001073,-0.011236,0.011204,1,117,0.047000,5,5,0,1,-0.000118,0.007585,0.307617,-983.143,-819.000,-983.143,-896.000,983.143,911.000,983.143,681.000
2026-08-03T17:06:22.284,0.300000,1272152,25463,0,-0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.051810,0.051997,0.051810,0.004402,-0.003328,0.008190,1,118,0.047000,6,6,0,1,-0.001217,0.011047,0.295715,-983.143,-763.000,-983.143,-900.000,983.143,936.000,983.143,652.000
2026-08-03T17:06:22.381,0.350000,1272202,25464,0,0.041000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.050573,0.051069,0.050573,0.007102,0.008827,0.009427,1,119,0.016000,7,7,0,1,-0.000897,0.012846,0.307617,-983.143,-716.000,-983.143,-900.000,983.143,908.000,983.143,625.000
2026-08-03T17:06:22.383,0.400000,1272252,25465,0,-0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.051040,0.051463,0.051040,0.006586,0.013648,0.008960,1,120,0.016000,8,8,0,1,-0.001988,0.016160,0.345154,-983.143,-709.000,-983.143,-920.000,983.143,871.000,983.143,697.000
2026-08-03T17:06:22.494,0.450000,1272302,25466,0,0.050000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.051662,0.051956,0.051662,0.005516,0.012575,0.008338,1,121,0.047000,9,9,0,1,-0.001517,0.018013,0.373840,-983.143,-750.000,-983.143,-920.000,983.143,843.000,983.143,734.000
2026-08-03T17:06:22.496,0.500000,1272352,25467,0,0.016000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.052499,0.052682,0.052499,0.004381,0.005358,0.007501,1,122,0.031000,9,9,0,1,-0.002498,0.021403,0.401459,-983.143,-759.000,-983.143,-932.000,983.143,851.000,983.143,788.000
