pc_time,elapsed_s,stm32_tick_ms,status_sequence,status_sequence_gap,status_transport_delay_s,phase,direction_deg,target_speed_mps,target_vx_mps,target_vy_mps,stm32_cmd_speed_mps,stm32_cmd_speed_magnitude_mps,stm32_cmd_vx_mps,stm32_cmd_vy_mps,stm32_cmd_wz_radps,actual_speed_mps,actual_speed_magnitude_mps,actual_vx_mps,actual_vy_mps,actual_wz_radps,speed_error_mps,feedback_valid,status_frame_count,status_age_s,stm32_uart_rx_callback_count,stm32_v2_valid_count,stm32_rx_discarded_byte_count,status,odom_x_m,odom_y_m,odom_yaw_deg,lf_target_erpm,lf_feedback_erpm,rf_target_erpm,rf_feedback_erpm,lb_target_erpm,lb_feedback_erpm,rb_target_erpm,rb_feedback_erpm
2026-08-03T17:59:43.576,0.050000,90652,1814,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.007000,0.007000,0.007000,0.000030,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000779,0.060000,1,112,0.000000,1,1,0,1,-0.000006,0.000006,0.195465,-1000.000,0.000,-1000.000,-0.000,1000.000,-0.000,1000.000,0.000
2026-08-03T17:59:43.625,0.100000,90702,1815,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.024500,0.024500,0.024500,0.000105,0.000000,0.006730,0.006893,0.006730,-0.001489,0.016804,0.053270,1,113,0.016000,2,2,0,1,0.000067,0.000353,0.215302,-1000.000,-558.000,-1000.000,-0.000,1000.000,514.000,1000.000,328.000
2026-08-03T17:59:43.676,0.150000,90752,1816,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.042000,0.042000,0.042000,0.000181,0.000000,0.023732,0.023865,0.023732,-0.002513,0.009074,0.036268,1,114,0.000000,3,3,0,1,-0.000375,0.002480,0.279999,-912.497,-603.000,-913.900,-535.000,913.900,603.000,912.497,524.000
2026-08-03T17:59:43.725,0.200000,90802,1817,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.059499,0.059500,0.059499,0.000256,0.000000,0.035673,0.035680,0.035673,-0.000706,-0.010796,0.024327,1,115,0.015000,4,4,0,1,0.000086,0.004115,0.235901,-980.203,-735.000,-982.192,-535.000,982.192,798.000,980.203,622.000
2026-08-03T17:59:43.775,0.250000,90852,1818,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.043876,0.043876,0.043876,-0.000189,0.011548,0.016124,1,116,0.015000,5,5,0,1,-0.000641,0.007170,0.267334,-982.140,-759.000,-984.145,-778.000,984.145,758.000,982.140,767.000
2026-08-03T17:59:43.827,0.300000,90902,1819,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.047841,0.047857,0.047841,-0.001224,0.016111,0.012159,1,117,0.016000,6,6,0,1,0.000047,0.009029,0.317535,-982.140,-763.000,-984.145,-778.000,984.145,675.000,982.140,850.000
2026-08-03T17:59:43.876,0.350000,90952,1820,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.048854,0.048962,0.048854,-0.003240,0.014619,0.011146,1,118,0.000000,7,7,0,1,-0.000381,0.012103,0.365448,-982.140,-803.000,-984.145,-762.000,984.145,603.000,982.140,888.000
2026-08-03T17:59:43.926,0.400000,91002,1821,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.049354,0.049578,0.049354,-0.004699,0.013399,0.010646,1,119,0.016000,8,8,0,1,0.000482,0.013968,0.408783,-982.140,-806.000,-984.145,-762.000,984.145,605.000,982.140,898.000
2026-08-03T17:59:43.977,0.450000,91052,1822,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.050636,0.050891,0.050636,-0.005087,0.008118,0.009364,1,120,0.000000,9,9,0,1,0.000081,0.017159,0.435944,-982.140,-843.000,-984.145,-787.000,984.145,665.000,982.140,946.000
2026-08-03T17:59:44.026,0.500000,91102,1823,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.052736,0.052960,0.052736,-0.004859,0.005566,0.007264,1,121,0.031000,10,10,0,1,0.000938,0.019204,0.453339,-982.140,-876.000,-984.145,-787.000,984.145,777.000,982.140,939.000
