pc_time,elapsed_s,phase,direction_deg,target_speed_mps,target_vx_mps,target_vy_mps,stm32_cmd_speed_mps,stm32_cmd_speed_magnitude_mps,stm32_cmd_vx_mps,stm32_cmd_vy_mps,stm32_cmd_wz_radps,actual_speed_mps,actual_speed_magnitude_mps,actual_vx_mps,actual_vy_mps,actual_wz_radps,speed_error_mps,feedback_valid,status_frame_count,status_age_s,stm32_uart_rx_callback_count,stm32_v2_valid_count,stm32_rx_discarded_byte_count,status,odom_x_m,odom_y_m,odom_yaw_deg,lf_target_erpm,lf_feedback_erpm,rf_target_erpm,rf_feedback_erpm,lb_target_erpm,lb_feedback_erpm,rb_target_erpm,rb_feedback_erpm
2026-08-02T15:52:55.464,0.000000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000889,0.060000,1,110,0.031000,0,0,0,0,-0.000005,0.000005,0.222626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-08-02T15:52:55.516,0.063000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000949,0.060000,1,111,0.032000,0,0,0,0,-0.000005,0.000005,0.225372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-08-02T15:52:55.554,0.094000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.017500,0.017500,0.012374,-0.012374,0.000000,0.000543,0.000543,0.000384,-0.000384,0.000980,0.059457,1,112,0.016000,1,1,0,1,0.000012,0.000022,0.227814,-1000.000,-189.000,0.000,-0.000,0.000,-0.000,1000.000,24.000
2026-08-02T15:52:55.610,0.156000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.035000,0.035000,0.024749,-0.024749,0.000000,0.013749,0.013749,0.009733,-0.009712,-0.011081,0.046251,1,113,0.031000,3,3,0,1,0.000672,0.000686,0.127869,-942.333,-612.000,0.000,-0.000,0.000,-1.000,1000.000,428.000
2026-08-02T15:52:55.655,0.203000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.052500,0.052500,0.037123,-0.037123,0.000000,0.025630,0.025630,0.018124,-0.018122,0.003494,0.034370,1,114,0.031000,4,4,0,1,0.001729,0.001749,0.172119,-1154.613,-766.000,0.000,-0.000,0.000,-0.000,1156.307,764.000
2026-08-02T15:52:55.702,0.250000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.059397,0.059397,0.042000,-0.042000,0.000000,0.037317,0.037317,0.026398,-0.026377,-0.004305,0.022683,1,115,0.031000,5,5,0,1,0.003181,0.003209,0.160980,-1306.821,-1012.000,0.000,-0.000,0.000,-0.000,1310.183,996.000
2026-08-02T15:52:55.753,0.297000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.059397,0.059397,0.042000,-0.042000,0.000000,0.048050,0.048050,0.033973,-0.033980,0.011455,0.011950,1,116,0.016000,6,6,0,1,0.005019,0.005058,0.193787,-1306.821,-1216.000,0.000,-0.000,0.000,-0.000,1310.183,1229.000
2026-08-02T15:52:55.807,0.344000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.059397,0.059397,0.042000,-0.042000,0.000000,0.055055,0.055055,0.038928,-0.038931,0.009656,0.004945,1,117,0.016000,7,7,0,1,0.007061,0.007115,0.225983,-1306.821,-1300.000,0.000,-0.000,0.000,-0.000,1310.183,1309.000
2026-08-02T15:52:55.863,0.406000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.059397,0.059397,0.042000,-0.042000,0.000000,0.056670,0.056670,0.040077,-0.040066,0.001635,0.003330,1,118,0.031000,8,8,0,1,0.009077,0.009148,0.223999,-1306.821,-1255.000,0.000,-0.000,0.000,-1.000,1310.183,1249.000
2026-08-02T15:52:55.909,0.453000,min_hold,315.000000,0.060000,0.042426,-0.042426,0.059397,0.059397,0.042000,-0.042000,0.000000,0.054485,0.054485,0.038525,-0.038528,0.009411,0.005515,1,119,0.031000,8,8,0,1,0.010982,0.011067,0.232697,-1306.821,-1186.000,0.000,-0.000,0.000,-3.000,1310.183,1103.000
