pc_time,elapsed_s,stm32_tick_ms,status_sequence,status_sequence_gap,status_transport_delay_s,phase,direction_deg,target_speed_mps,target_vx_mps,target_vy_mps,stm32_cmd_speed_mps,stm32_cmd_speed_magnitude_mps,stm32_cmd_vx_mps,stm32_cmd_vy_mps,stm32_cmd_wz_radps,actual_speed_mps,actual_speed_magnitude_mps,actual_vx_mps,actual_vy_mps,actual_wz_radps,speed_error_mps,feedback_valid,status_frame_count,status_age_s,stm32_uart_rx_callback_count,stm32_v2_valid_count,stm32_rx_discarded_byte_count,status,odom_x_m,odom_y_m,odom_yaw_deg,lf_target_erpm,lf_feedback_erpm,rf_target_erpm,rf_feedback_erpm,lb_target_erpm,lb_feedback_erpm,rb_target_erpm,rb_feedback_erpm
2026-08-03T17:59:03.528,0.050000,50602,1012,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.008750,0.008750,0.008750,0.000038,0.000000,0.000001,0.000001,0.000001,0.000001,0.000620,0.059999,1,113,0.000000,1,1,0,1,-0.000001,0.000002,0.186462,-1000.000,0.000,-1000.000,-0.000,1000.000,-0.000,1000.000,0.000
2026-08-03T17:59:03.578,0.100000,50652,1013,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.026250,0.026250,0.026250,0.000113,0.000000,0.007751,0.008991,0.007751,-0.004557,-0.014958,0.052249,1,114,0.000000,2,2,0,1,0.000237,0.000418,0.157013,-1000.000,-628.000,-1000.000,-0.000,1000.000,253.000,1000.000,492.000
2026-08-03T17:59:03.628,0.150000,50702,1014,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.043750,0.043750,0.043750,0.000188,0.000000,0.019669,0.021916,0.019669,-0.009666,0.003878,0.040331,1,115,0.016000,3,3,0,1,0.000831,0.001637,0.172272,-919.267,-654.000,-1000.000,-0.000,920.729,463.000,919.267,567.000
2026-08-03T17:59:03.679,0.200000,50752,1015,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.037079,0.037263,0.037079,-0.003705,-0.000564,0.022921,1,116,0.016000,4,4,0,1,0.000275,0.004427,0.194550,-982.140,-770.000,-984.145,-735.000,984.145,707.000,982.140,770.000
2026-08-03T17:59:03.727,0.250000,50802,1016,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.045675,0.045708,0.045675,-0.001746,-0.014189,0.014325,1,117,0.015000,5,5,0,1,0.000915,0.006305,0.163116,-982.140,-751.000,-984.145,-735.000,984.145,820.000,982.140,812.000
2026-08-03T17:59:03.777,0.300000,50852,1017,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.051291,0.051293,0.051291,0.000531,-0.005622,0.008709,1,118,0.000000,6,6,0,1,0.000144,0.009677,0.142975,-982.140,-819.000,-984.145,-856.000,984.145,873.000,982.140,818.000
2026-08-03T17:59:03.828,0.350000,50902,1018,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.052757,0.052772,0.052757,0.001293,-0.008025,0.007243,1,119,0.016000,7,7,0,1,0.000741,0.011658,0.122070,-982.140,-812.000,-984.145,-856.000,984.145,841.000,982.140,780.000
2026-08-03T17:59:03.878,0.400000,50952,1019,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.052213,0.052221,0.052213,0.000964,0.000947,0.007787,1,120,0.000000,8,8,0,1,0.000038,0.014903,0.124969,-982.140,-802.000,-984.145,-805.000,984.145,832.000,982.140,783.000
2026-08-03T17:59:03.930,0.450000,51002,1020,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.052396,0.052396,0.052396,-0.000089,0.002565,0.007604,1,121,0.016000,9,9,0,1,0.000772,0.016935,0.128937,-982.140,-858.000,-984.145,-805.000,984.145,804.000,982.140,846.000
2026-08-03T17:59:03.979,0.500000,51052,1021,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.053305,0.053328,0.053305,-0.001574,0.001625,0.006695,1,122,0.015000,10,10,0,1,0.000230,0.020250,0.136261,-982.140,-864.000,-984.145,-796.000,984.145,809.000,982.140,890.000
2026-08-03T17:59:04.027,0.550000,51102,1022,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.055144,0.055223,0.055144,-0.002959,0.002912,0.004856,1,123,0.000000,11,11,0,1,0.001037,0.022395,0.147095,-982.140,-940.000,-984.145,-796.000,984.145,853.000,982.140,967.000
2026-08-03T17:59:04.078,0.600000,51152,1023,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.057733,0.057794,0.057733,-0.002648,0.001698,0.002267,1,124,0.016000,12,12,0,1,0.000388,0.026094,0.151672,-982.140,-953.000,-984.145,-867.000,984.145,897.000,982.140,966.000
2026-08-03T17:59:04.128,0.650000,51202,1024,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.059313,0.059352,0.059313,-0.002128,-0.001395,0.000687,1,125,0.000000,13,13,0,1,0.001181,0.028397,0.146637,-982.140,-932.000,-984.145,-867.000,984.145,954.000,982.140,955.000
2026-08-03T17:59:04.177,0.700000,51252,1025,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.059882,0.059894,0.059882,0.001204,-0.015765,0.000118,1,126,0.016000,14,14,0,1,0.000280,0.032199,0.112305,-982.140,-890.000,-984.145,-973.000,984.145,1004.000,982.140,890.000
2026-08-03T17:59:04.228,0.750000,51302,1026,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.060667,0.060723,0.060667,0.002596,-0.019256,-0.000667,1,127,0.015000,15,15,0,1,0.000892,0.034452,0.005951,-982.140,-993.000,-984.145,-973.000,984.145,1035.000,982.140,868.000
2026-08-03T17:59:04.277,0.800000,51352,1027,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.059272,0.059277,0.059272,0.000732,0.003178,0.000728,1,128,0.016000,16,16,0,1,0.000177,0.038110,0.025635,-982.140,-915.000,-984.145,-886.000,984.145,886.000,982.140,897.000
2026-08-03T17:59:04.328,0.850000,51402,1028,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.057314,0.057327,0.057314,-0.001226,0.001621,0.002686,1,129,0.000000,17,17,0,1,0.000990,0.040225,0.034790,-982.140,-935.000,-984.145,-886.000,984.145,764.000,982.140,885.000
2026-08-03T17:59:04.377,0.900000,51452,1029,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.055079,0.055181,0.055079,-0.003365,0.000984,0.004921,1,130,0.016000,18,18,0,1,0.000557,0.043573,0.037384,-982.140,-936.000,-984.145,-801.000,984.145,733.000,982.140,894.000
2026-08-03T17:59:04.427,0.950000,51502,1030,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.055227,0.055406,0.055227,-0.004451,0.004471,0.004773,1,131,0.016000,19,19,0,1,0.001438,0.045678,0.044556,-982.140,-948.000,-984.145,-801.000,984.145,782.000,982.140,936.000
2026-08-03T17:59:04.480,1.000000,51552,1031,0,0.015000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.056972,0.057072,0.056972,-0.003367,0.009226,0.003028,1,132,0.000000,20,20,0,1,0.000874,0.049269,0.072937,-982.140,-927.000,-984.145,-884.000,984.145,838.000,982.140,968.000
2026-08-03T17:59:04.528,1.050000,51602,1032,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.057650,0.057680,0.057650,-0.001842,0.006374,0.002350,1,133,0.016000,21,21,0,1,0.001650,0.051458,0.104065,-982.140,-875.000,-984.145,-884.000,984.145,902.000,982.140,928.000
2026-08-03T17:59:04.579,1.100000,51652,1033,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.058948,0.058973,0.058948,0.001716,-0.008261,0.001052,1,134,0.000000,22,22,0,1,0.000670,0.055248,0.083923,-982.140,-862.000,-984.145,-1015.000,984.145,948.000,982.140,863.000
2026-08-03T17:59:04.631,1.150000,51702,1034,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.058512,0.058658,0.058512,0.004126,-0.027095,0.001488,1,135,0.016000,23,23,0,1,0.001302,0.057419,0.032959,-982.140,-778.000,-984.145,-1015.000,984.145,979.000,982.140,831.000
2026-08-03T17:59:04.680,1.200000,51752,1035,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.058874,0.058949,0.058874,0.002967,-0.005013,0.001126,1,136,0.016000,24,24,0,1,0.000406,0.061113,0.000458,-982.140,-938.000,-984.145,-941.000,984.145,959.000,982.140,884.000
2026-08-03T17:59:04.729,1.250000,51802,1036,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.059630,0.059643,0.059630,0.001264,0.001053,0.000370,1,137,0.015000,25,25,0,1,0.001129,0.063348,0.000458,-982.140,-955.000,-984.145,-941.000,984.145,917.000,982.140,919.000
2026-08-03T17:59:04.778,1.300000,51852,1037,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.060144,0.060146,0.060144,-0.000402,0.002339,-0.000144,1,138,0.000000,26,26,0,1,0.000435,0.067111,0.008392,-982.140,-947.000,-984.145,-930.000,984.145,918.000,982.140,971.000
2026-08-03T17:59:04.827,1.350000,51902,1038,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.061218,0.061230,0.061218,-0.001214,0.003055,-0.001218,1,139,0.000000,27,27,0,1,0.001258,0.069440,0.025177,-982.140,-1006.000,-984.145,-930.000,984.145,937.000,982.140,981.000
2026-08-03T17:59:04.877,1.400000,51952,1039,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.063087,0.063087,0.063087,-0.000206,0.008288,-0.003087,1,140,0.016000,28,28,0,1,0.000434,0.073442,0.046692,-982.140,-965.000,-984.145,-1012.000,984.145,1005.000,982.140,1021.000
2026-08-03T17:59:04.928,1.450000,52002,1040,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.064079,0.064082,0.064079,0.000580,-0.008928,-0.004079,1,141,0.016000,29,29,0,1,0.001205,0.075850,0.031586,-982.140,-975.000,-984.145,-1012.000,984.145,1038.000,982.140,989.000
2026-08-03T17:59:04.978,1.500000,52052,1041,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.064870,0.064906,0.064870,0.002141,-0.014468,-0.004870,1,142,0.015000,30,30,0,1,0.000227,0.079951,359.984589,-982.140,-1022.000,-984.145,-1046.000,984.145,1072.000,982.140,918.000
2026-08-03T17:59:05.028,1.550000,52102,1042,0,0.012000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.063579,0.063723,0.063579,0.004272,-0.010334,-0.003579,1,143,0.000000,31,31,0,1,0.000834,0.082285,359.944000,-982.140,-770.000,-984.145,-1046.000,984.145,1063.000,982.140,874.000
2026-08-03T17:59:05.079,1.600000,52152,1043,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.061865,0.061946,0.061865,0.003163,-0.009231,-0.001865,1,144,0.016000,32,32,0,1,0.001466,0.084558,359.900055,-982.140,-935.000,-984.145,-963.000,984.145,995.000,982.140,906.000
2026-08-03T17:59:05.129,1.650000,52202,1044,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.061377,0.061379,0.061377,0.000431,0.002499,-0.001377,1,145,0.000000,33,33,0,1,0.002271,0.086842,359.920807,-982.140,-973.000,-984.145,-963.000,984.145,870.000,982.140,969.000
2026-08-03T17:59:05.179,1.700000,52252,1045,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060001,0.060000,0.000258,0.000000,0.060256,0.060297,0.060256,-0.002218,0.010728,-0.000256,1,146,0.016000,34,34,0,1,0.001736,0.090542,359.951019,-982.140,-990.000,-984.145,-886.000,984.145,868.000,982.140,993.000
