pc_time,elapsed_s,stm32_tick_ms,status_sequence,status_sequence_gap,status_transport_delay_s,phase,direction_deg,target_speed_mps,target_vx_mps,target_vy_mps,stm32_cmd_speed_mps,stm32_cmd_speed_magnitude_mps,stm32_cmd_vx_mps,stm32_cmd_vy_mps,stm32_cmd_wz_radps,actual_speed_mps,actual_speed_magnitude_mps,actual_vx_mps,actual_vy_mps,actual_wz_radps,speed_error_mps,feedback_valid,status_frame_count,status_age_s,stm32_uart_rx_callback_count,stm32_v2_valid_count,stm32_rx_discarded_byte_count,status,odom_x_m,odom_y_m,odom_yaw_deg,lf_target_erpm,lf_feedback_erpm,rf_target_erpm,rf_feedback_erpm,lb_target_erpm,lb_feedback_erpm,rb_target_erpm,rb_feedback_erpm
2026-08-03T17:39:40.020,0.050000,56353,1126,0,-0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.008750,0.008750,0.008750,0.000000,0.000000,-0.000001,0.000001,-0.000001,0.000001,0.000458,0.060001,1,112,0.047000,1,1,0,1,-0.000003,0.000003,0.209503,-1000.000,0.000,-1000.000,-0.000,1000.000,-0.000,1000.000,0.000
2026-08-03T17:39:40.076,0.100000,56403,1127,0,0.009000,min_hold,0.000000,0.060000,0.060000,0.000000,0.026250,0.026250,0.026250,0.000000,0.000000,0.008468,0.008741,0.008468,-0.002169,0.006881,0.051532,1,113,0.047000,2,2,0,1,0.000116,0.000454,0.223999,-1000.000,-469.000,-1000.000,-0.000,1000.000,621.000,1000.000,437.000
2026-08-03T17:39:40.127,0.150000,56453,1128,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.043750,0.043750,0.043750,0.000000,0.000000,0.027134,0.027142,0.027134,-0.000663,-0.009680,0.032866,1,114,0.000000,3,3,0,1,-0.000715,0.002983,0.160217,-920.000,-685.000,-920.000,-730.000,920.000,565.000,920.000,569.000
2026-08-03T17:39:40.175,0.200000,56503,1129,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.038704,0.038724,0.038704,-0.001216,-0.005920,0.021296,1,115,0.047000,4,4,0,1,-0.000073,0.004567,0.145264,-983.143,-764.000,-983.143,-730.000,983.143,604.000,983.143,703.000
2026-08-03T17:39:40.224,0.250000,56553,1130,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.044883,0.044936,0.044883,-0.002174,0.005180,0.015117,1,116,0.062000,5,5,0,1,-0.000614,0.007595,0.156403,-983.143,-837.000,-983.143,-798.000,983.143,619.000,983.143,771.000
2026-08-03T17:39:40.275,0.300000,56603,1131,0,-0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.047469,0.047528,0.047469,-0.002352,-0.005589,0.012531,1,117,0.015000,6,6,0,1,0.000145,0.009382,0.158234,-983.143,-768.000,-983.143,-798.000,983.143,658.000,983.143,806.000
2026-08-03T17:39:40.380,0.350000,56653,1132,0,0.056000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.049775,0.049900,0.049775,-0.003530,0.001626,0.010225,1,118,0.047000,7,7,0,1,-0.000316,0.012556,0.158081,-983.143,-892.000,-983.143,-802.000,983.143,660.000,983.143,879.000
2026-08-03T17:39:40.383,0.400000,56703,1133,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.051596,0.051805,0.051596,-0.004644,-0.001393,0.008404,1,119,0.047000,7,7,0,1,0.000579,0.014523,0.158234,-983.143,-889.000,-983.143,-802.000,983.143,680.000,983.143,908.000
2026-08-03T17:39:40.426,0.450000,56753,1134,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.053156,0.053424,0.053156,-0.005350,0.000176,0.006844,1,120,0.000000,9,9,0,1,0.000246,0.017812,0.165253,-983.143,-938.000,-983.143,-767.000,983.143,749.000,983.143,925.000
2026-08-03T17:39:40.476,0.500000,56803,1135,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.054663,0.054868,0.054663,-0.004736,-0.002763,0.005337,1,121,0.000000,10,10,0,1,0.001089,0.019958,0.152130,-983.143,-943.000,-983.143,-767.000,983.143,855.000,983.143,902.000
2026-08-03T17:39:40.524,0.550000,56853,1136,0,-0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.056265,0.056331,0.056265,-0.002720,-0.014217,0.003735,1,122,0.015000,11,11,0,1,0.000473,0.023510,0.112152,-983.143,-937.000,-983.143,-856.000,983.143,904.000,983.143,865.000
2026-08-03T17:39:40.570,0.600000,56903,1137,0,-0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.056579,0.056581,0.056579,-0.000488,-0.005830,0.003421,1,123,0.062000,12,12,0,1,0.001139,0.025662,0.095215,-983.143,-894.000,-983.143,-856.000,983.143,909.000,983.143,837.000
2026-08-03T17:39:40.626,0.650000,56953,1138,0,0.006000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.056056,0.056058,0.056056,0.000403,-0.006196,0.003944,1,124,0.047000,13,13,0,1,0.000369,0.029182,0.081329,-983.143,-895.000,-983.143,-891.000,983.143,865.000,983.143,801.000
2026-08-03T17:39:40.670,0.700000,57003,1139,0,0.003000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.055429,0.055429,0.055429,-0.000053,-0.004089,0.004571,1,125,0.047000,14,14,0,1,0.001088,0.031226,0.062866,-983.143,-926.000,-983.143,-891.000,983.143,791.000,983.143,823.000
2026-08-03T17:39:40.718,0.750000,57053,1140,0,0.000000,min_hold,0.000000,0.060000,0.060000,0.000000,0.060000,0.060000,0.060000,0.000000,0.000000,0.054814,0.054842,0.054814,-0.001749,-0.015148,0.005186,1,126,0.047000,15,15,0,1,0.000544,0.034601,0.031738,-983.143,-887.000,-983.143,-832.000,983.143,775.000,983.143,883.000
