pc_time,timestamp_ms,elapsed_s,phase,direction_deg,target_speed_mps,stm32_cmd_speed_mps,actual_speed_mps,speed_error_mps,status_transport_delay_s,test_mode,test_state,fault,flags,vesc_online,imu_online,rc_online,control_valid,target_vx,target_vy,target_wz,actual_vx,actual_vy,actual_wz,vx_error,lf_target_rpm,lf_feedback_rpm,rf_target_rpm,rf_feedback_rpm,lb_target_rpm,lb_feedback_rpm,rb_target_rpm,rb_feedback_rpm,gyro_z,yaw,odom_x,odom_y,odom_yaw
2026-08-03T14:53:09.350,2823,0.2,step,0.0,0.5,,0.06974955648183823,0.4302504360675812,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.06974955648183823,-0.005118190310895443,0.0050815436989068985,0.4302504360675812,-1713,-1453,-1728,-1420,1753,1318,1714,1406,0.015978965908288956,0.0006641926593147218,-0.001256452058441937,0.013688500970602036,0.038055434823036194
2026-08-03T14:53:09.368,2843,0.22,step,0.0,0.5,,0.07887545973062515,0.42112454771995544,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.07887545973062515,-0.004560363478958607,0.007608844432979822,0.42112454771995544,-1822,-1559,-1827,-1420,1861,1432,1817,1567,0.007456851191818714,0.0008825718541629612,-0.0007297307602129877,0.015107264742255211,0.050567641854286194
2026-08-03T14:53:09.388,2863,0.24,step,0.0,0.5,,0.0870765745639801,0.4129234254360199,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.0870765745639801,-0.004999842494726181,0.00098264473490417,0.4129234254360199,-1922,-1711,-1939,-1420,1966,1586,1929,1696,-0.008522115647792816,0.0008692560368217528,-0.00016143341781571507,0.016658013686537743,0.049804702401161194
2026-08-03T14:53:09.404,2883,0.26,step,0.0,0.5,,0.09453726559877396,0.40546274185180664,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.09453726559877396,-0.005974113009870052,-0.00412445655092597,0.40546274185180664,-2022,-1827,-2054,-1420,2073,1720,2041,1802,-0.008522115647792816,0.0007147926953621209,0.00044611989869736135,0.018334897235035896,0.040954604744911194
2026-08-03T14:53:09.438,2903,0.28,step,0.0,0.5,,0.10133364051580429,0.3986663520336151,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.10133364051580429,-0.006963373627513647,-0.011118246242403984,0.3986663520336151,-2123,-1963,-2173,-1420,2181,1866,2157,1876,-0.017044231295585632,0.0004218449757900089,0.001074319938197732,0.020126421004533768,0.024169936776161194
2026-08-03T14:53:09.453,2923,0.3,step,0.0,0.5,,0.1094013899564743,0.3905985951423645,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.1094013899564743,-0.005776390433311462,-0.01561744324862957,0.3905985951423645,-2227,-2035,-2282,-1997,2281,2003,2273,1949,-0.015978965908288956,3.568660395103507e-05,-0.0015012030489742756,0.025229457765817642,0.0020446917042136192
2026-08-03T14:53:09.471,2943,0.32,step,0.0,0.5,,0.1177344024181366,0.3822655975818634,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.1177344024181366,-0.0039049172773957253,-0.010351166129112244,0.3822655975818634,-2340,-2159,-2380,-1997,2387,2103,2382,2041,-0.004261057823896408,-0.0001480715291108936,-0.0008437319775111973,0.02721506543457508,-0.008483873680233955
2026-08-03T14:53:09.488,2963,0.34,step,0.0,0.5,,0.1246194839477539,0.3753805160522461,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.1246194839477539,-0.003078965237364173,-0.004239837639033794,0.3753805160522461,-2457,-2245,-2482,-1997,2502,2216,2490,2151,0.0,-0.0001587241713423282,-0.00016920987400226295,0.029286829754710197,-0.009094225242733955
2026-08-03T14:53:09.507,2983,0.36,step,0.0,0.5,,0.1311945766210556,0.3688054084777832,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.1311945766210556,-0.0037630759179592133,-0.0016053968574851751,0.3688054084777832,-2568,-2384,-2591,-1997,2618,2307,2598,2272,0.001065264455974102,-0.00016138733190018684,0.0005683064227923751,0.03147909417748451,-0.009246813133358955
2026-08-03T14:53:09.538,3003,0.38,step,0.0,0.5,,0.13743123412132263,0.36256876587867737,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.13743123412132263,-0.005359519738703966,0.006180575117468834,0.36256876587867737,-2682,-2488,-2699,-1997,2743,2373,2699,2422,0.02130528911948204,-1.4913466657162644e-05,0.0013681001728400588,0.03378549590706825,-0.0008544786833226681
2026-08-03T14:53:09.555,3023,0.4,step,0.0,0.5,,0.14557108283042908,0.3544289171695709,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.14557108283042908,-0.005101483780890703,0.011457626707851887,0.3544289171695709,-2795,-2580,-2798,-2603,2857,2504,2801,2592,0.009587380103766918,0.00034461330506019294,-0.0019790129736065865,0.04039381071925163,0.019744887948036194
2026-08-03T14:53:09.568,3043,0.42,step,0.0,0.5,,0.15440864861011505,0.34559136629104614,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.15440864861011505,-0.003893903223797679,-8.104555308818817e-05,0.34559136629104614,-2893,-2683,-2909,-2603,2951,2638,2919,2697,-0.01810949482023716,0.0002966764150187373,-0.0011070157634094357,0.04293256253004074,0.016998305916786194
2026-08-03T14:53:09.587,3063,0.44,step,0.0,0.5,,0.1619238406419754,0.3380761742591858,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.1619238406419754,-0.0036597487051039934,-0.01849721185863018,0.3380761742591858,-2984,-2797,-3034,-2603,3043,2757,3047,2776,-0.030892668291926384,-0.00028389276121743023,-0.00020653869432862848,0.04557809606194496,-0.016265857964754105
2026-08-03T14:53:09.605,3083,0.46,step,0.0,0.5,,0.16827750205993652,0.3317224979400635,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.16827750205993652,-0.003977710381150246,-0.020100558176636696,0.3317224979400635,-3090,-2907,-3149,-2603,3153,2839,3163,2835,-0.012783173471689224,-0.0007819039165042341,0.0007335584377869964,0.04831283912062645,-0.044799793511629105
2026-08-03T14:53:09.638,3103,0.48,step,0.0,0.5,,0.17399005591869354,0.32600992918014526,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.17399005591869354,-0.004918147809803486,-0.008456466719508171,0.32600992918014526,-3209,-3038,-3254,-2603,3279,2933,3265,2950,0.00532632227987051,-0.00085913558723405,0.0016997979255393147,0.05113596096634865,-0.049224842339754105
2026-08-03T14:53:09.653,3123,0.5,step,0.0,0.5,,0.18156425654888153,0.3184357285499573,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.18156425654888153,-0.004518285859376192,0.000776836066506803,0.3184357285499573,-3326,-3144,-3353,-3162,3396,3043,3367,3105,0.008522115647792816,-0.000733966997358948,-0.0023689079098403454,0.0591612309217453,-0.042053211480379105
2026-08-03T14:53:09.670,3143,0.52,step,0.0,0.5,,0.19009266793727875,0.30990731716156006,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.19009266793727875,-0.003873548936098814,0.0023481601383537054,0.30990731716156006,-3435,-3256,-3454,-3162,3504,3144,3473,3248,-0.00532632227987051,-0.0006034721154719591,-0.0012965875212103128,0.06221954897046089,-0.034576404839754105
2026-08-03T14:53:09.690,3163,0.54,step,0.0,0.5,,0.19741688668727875,0.30258309841156006,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.19741688668727875,-0.004237859044224024,-0.014792175963521004,0.30258309841156006,-3527,-3375,-3579,-3162,3600,3241,3598,3343,-0.03302319720387459,-0.001040230505168438,-0.0001819233875721693,0.06538484245538712,-0.059600818902254105
2026-08-03T14:53:09.708,3183,0.56,step,0.0,0.5,,0.20387735962867737,0.29612264037132263,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.20387735962867737,-0.00499959709122777,-0.022734951227903366,0.29612264037132263,-3626,-3500,-3701,-3162,3704,3349,3718,3439,-0.02130528911948204,-0.0016554207541048527,0.0009641272481530905,0.06865079700946808,-0.0948486253619194
2026-08-03T14:53:09.740,3203,0.58,step,0.0,0.5,,0.20985352993011475,0.29014647006988525,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.20985352993011475,-0.005999717861413956,-0.0008071647025644779,0.29014647006988525,-3754,-3606,-3796,-3162,3840,3462,3810,3550,0.027696875855326653,-0.0015488943317905068,0.0021382905542850494,0.07201914489269257,-0.0887451097369194
2026-08-03T14:53:09.756,3223,0.6,step,0.0,0.5,,0.21754859387874603,0.2824513912200928,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.21754859387874603,-0.005538623314350843,0.01892595924437046,0.2824513912200928,-3882,-3685,-3883,-3690,3968,3609,3900,3690,0.027696875855326653,-0.000883104105014354,-0.0025803663302212954,0.08144611120223999,-0.0505981370806694
2026-08-03T14:53:09.773,3243,0.62,step,0.0,0.5,,0.22602765262126923,0.2739723324775696,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.22602765262126923,-0.004004017449915409,0.00798557884991169,0.2739723324775696,-3983,-3756,-3992,-3690,4064,3791,4019,3821,-0.011717909015715122,-0.0007206512382254004,-0.0013620302779600024,0.08505211770534515,-0.0412902757525444
2026-08-03T14:53:09.792,3263,0.64,step,0.0,0.5,,0.2333184778690338,0.2666815221309662,,1,1,0,15,1,1,1,1,0.5,0.0,0.0,0.2333184778690338,-0.0032262937165796757,-0.012980781495571136,0.2666815221309662,-4074,-3858,-4118,-3690,4153,3928,4150,3899,-0.02876213937997818,-0.0012159992475062609,-0.00013318596757017076,0.08876482397317886,-0.0696716234087944
